#query	kegg_gene_id	KO_id	NAME	ENTRY	DEFINITION	PATHWAY_ID	PATHWAY_DESC	MODULE_ID	MODULE_DESC
gene_id_4506412	mbah:HYN46_04630	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6842186	adi:B5T_00721	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5125162	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3227257	rmm:ROSMUCSMR3_02985	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6428466	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4225220	pnp:IJ22_02300	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_9112864	con:TQ29_11915	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4050450	lpn:lpg2997	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2143208	hhy:Halhy_3303	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_730922	spon:HME9304_01067	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7423181	rhz:RHPLAN_35250	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_5529419	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4447730	thu:AC731_002675	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_6466112	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9036330	dsh:Dshi_0027	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5485611	foh:FORMA_10320	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4837855	oai:OLEAN_C34450	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_212218	rpod:E0E05_00090	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4972194	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3607173	mbah:HYN46_04630	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6579203	sok:D0B54_22765	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7621522	suld:B5M07_01890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_890388	pnp:IJ22_02300	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_4622913	thw:BMG03_07035	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6177038	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7664197	pye:A6J80_07425	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3516117	jan:Jann_1941	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7905620	sagu:CDO87_06690	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1684469	tor:R615_11545	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8981798	suld:B5M07_01890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2795746	ptp:RCA23_c16500	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_5356186	amyc:CU254_34530	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7676731	tom:BWR18_15845	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6168680	rrz:CS378_10250	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6717108	pnp:IJ22_36680	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1498743	tcu:Tcur_2701	K15510	fgd1	K15510	coenzyme F420-dependent glucose-6-phosphate dehydrogenase	NULL	NULL	NULL	NULL
gene_id_2364142	thas:C6Y53_06580	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9448710	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3905630	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5284494	nca:Noca_0122	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1380307	tom:BWR18_15845	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3953567	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_507197	acr:Acry_1262	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9056894	sagu:CDO87_01990	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5931007	fla:SY85_18695	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7385012	sedi:EBB79_19660	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8953843	fla:SY85_18695	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9391407	for:FORMB_10180	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6686597	oct:FTO60_15425	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7669325	tcu:Tcur_0560	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1779836	msq:BKP64_00375	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1242710	adi:B5T_00721	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6067600	rsb:RS694_18200	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7580651	bbd:Belba_3611	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6643896	pdx:Psed_6203	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_7774620	tom:BWR18_15845	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7885375	win:WPG_1326	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7472674	calo:Cal7507_4482	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1402626	red:roselon_00871	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3097193	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9256962	paru:CYR75_07325	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1582927	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4408903	sil:SPO3449	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7086802	gbe:GbCGDNIH1_2420	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7761239	mari:ACP86_04660	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8027485	mlq:ASQ50_05500	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_9369723	mari:ACP86_03200	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2135441	hat:RC74_20410	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_2342812	red:roselon_00871	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3263022	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8225283	con:TQ29_11915	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6403500	oct:FTO60_03175	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_2915261	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1451066	for:FORMB_10180	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5815891	suli:C1J05_06965	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_2459497	suld:B5M07_01890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2819218	hat:RC74_20410	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8638149	ksd:KS2013_580	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4966325	suld:B5M07_01890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4693914	pmy:Pmen_2750	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6594126	bic:LMTR13_01200	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4372464	dsh:Dshi_0027	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8670636	brk:CWS35_04795	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3580156	ceh:CEW89_07850	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3626427	oct:FTO60_10890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1027026	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5113648	ptp:RCA23_c16500	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_5661320	suli:C1J05_19485	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7119823	don:BSK21_12395	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_8090771	boo:E2K80_07810	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3821739	suam:BOO69_05895	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6830486	abo:ABO_0122	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5578953	abo:ABO_0122	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6055407	gni:GNIT_1689	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8320380	apac:S7S_00120	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1069734	bbt:BBta_3195	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_4075864	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4490690	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3992661	hmi:soil367_08400	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1459036	oct:FTO60_03175	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1708522	mari:ACP86_04660	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4190961	oai:OLEAN_C23040	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_3014498	smon:AWR27_19795	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4233376	pnp:IJ22_02300	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_1623247	bsan:CHH28_13540	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7273699	maga:Mag101_07105	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5132008	sphk:SKP52_24510	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2404625	lul:LPB138_13865	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_1962834	rbs:RHODOSMS8_03782	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_7454559	thaa:CFI11_16135	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2200562	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7255838	mur:EQY75_13050	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5817431	bsd:BLASA_4346	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_150959	mmai:sS8_2255	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_840587	vam:C4F17_31270	K23464	tgnB	K23464	flavin-dependent trigonelline monooxygenase, oxygenase component	NULL	NULL	NULL	NULL
gene_id_219974	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_13722	maq:Maqu_0440	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2454791	sedi:EBB79_19660	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7410346	hat:RC74_20410	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_3145650	hoh:Hoch_0437	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_4467056	pmy:Pmen_2541	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_4702600	oct:FTO60_10890	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_255725	wij:BWZ20_09145	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7744428	foh:FORMA_10320	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_6412477	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7928852	apac:S7S_11290	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5341398	rhb:NY08_4523	K20938	ladA	K20938	long-chain alkane monooxygenase	NULL	NULL	NULL	NULL
gene_id_6900191	rfa:A3L23_01166	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_186560	sok:D0B54_11315	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_7145188	sok:D0B54_11315	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_479389	ome:OLMES_3728	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_5195285	psyy:DLE54_09785	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_8531779	wij:BWZ20_09145	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_282607	amyc:CU254_34530	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_703686	bic:LMTR13_29805	K04091	ssuD	K04091	alkanesulfonate monooxygenase	ko00920==ko01100	Sulfur metabolism==Metabolic pathways	NULL	NULL
gene_id_1327652	tje:TJEJU_0991	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
gene_id_2518032	win:WPG_1326	K00496	alkB1_2, alkM	K00496	alkane 1-monooxygenase	ko00071==ko00930	Fatty acid degradation==Caprolactam degradation	NULL	NULL
